,PLAYER_ID,LEAGUE_ID,ORGANIZATION_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,201935.0,00,0.0,69.0,68.0,35.0,6.0,11.9,0.506,1.5,3.9,0.376,5.4,7.2,0.755,1.3,4.1,5.4,3.7,1.9,0.4,3.0,2.5,19.0
0,203090.0,00,0.0,32.0,32.0,36.1,6.0,13.3,0.452,0.5,2.5,0.215,2.9,4.3,0.676,2.8,5.9,8.6,1.5,1.6,1.4,2.5,2.3,15.5
0,1626149.0,00,0.0,112.0,75.0,26.4,4.8,8.1,0.586,0.1,0.4,0.275,1.9,3.6,0.533,2.6,4.3,6.9,0.9,0.8,1.1,1.3,1.9,11.6
0,2734.0,00,0.0,96.0,96.0,35.0,4.6,10.2,0.447,1.9,5.2,0.375,3.8,4.8,0.778,0.7,3.4,4.1,3.1,1.7,0.4,1.8,2.1,14.8
0,203914.0,00,0.0,69.0,67.0,31.0,5.0,11.4,0.44,2.1,5.6,0.376,2.7,3.5,0.788,1.0,2.3,3.3,2.0,1.6,0.3,1.6,2.0,14.9
0,203925.0,00,0.0,135.0,128.0,30.3,4.2,9.5,0.445,1.9,4.8,0.407,2.2,3.1,0.722,0.9,2.9,3.8,1.9,0.9,0.4,1.6,2.3,12.6
0,202699.0,00,0.0,34.0,33.0,29.2,5.4,11.8,0.46,0.7,2.2,0.303,3.8,5.0,0.753,2.0,5.3,7.3,1.3,0.7,0.9,1.8,2.1,15.3
0,1626150.0,00,0.0,79.0,78.0,28.6,2.8,7.6,0.372,0.9,2.4,0.367,3.6,4.6,0.777,0.6,2.1,2.7,3.8,0.8,0.2,2.2,2.4,10.1
0,1628404.0,00,0.0,146.0,146.0,28.0,4.6,9.1,0.511,1.4,3.6,0.389,2.5,3.4,0.72,1.7,3.8,5.6,1.8,1.1,0.3,1.3,2.2,13.2
0,2617.0,00,0.0,130.0,125.0,24.9,4.9,8.3,0.584,0.0,0.0,0.0,4.0,5.9,0.666,2.2,4.2,6.4,1.1,0.8,0.9,2.3,3.1,13.7
0,202330.0,00,0.0,69.0,69.0,33.1,4.3,9.2,0.47,1.7,4.6,0.369,4.1,4.9,0.824,1.7,5.7,7.4,1.8,1.3,0.9,2.0,2.1,14.4
0,203089.0,00,0.0,109.0,82.0,23.8,4.4,8.8,0.497,0.0,0.2,0.208,1.6,3.2,0.483,2.5,5.7,8.1,1.0,0.6,2.6,1.5,1.5,10.3
0,1627823.0,00,0.0,34.0,22.0,23.7,3.1,6.9,0.455,1.0,2.8,0.358,2.4,3.3,0.717,1.7,4.0,5.7,0.6,0.8,0.3,1.4,1.3,9.7
0,1628439.0,00,0.0,151.0,151.0,16.2,2.8,4.9,0.571,0.0,0.0,0.167,1.8,2.5,0.725,1.5,2.2,3.6,0.7,0.3,0.5,1.1,2.5,7.4
0,1627741.0,00,0.0,132.0,117.0,31.7,5.9,13.2,0.448,2.6,6.8,0.39,2.8,3.4,0.836,1.6,3.4,5.0,1.9,1.3,0.3,2.2,2.0,17.4
0,201588.0,00,0.0,95.0,87.0,33.3,5.6,10.7,0.529,0.9,2.3,0.404,4.8,6.1,0.785,1.9,3.8,5.8,3.3,1.6,0.3,2.5,2.8,17.0
0,203524.0,00,0.0,139.0,129.0,29.0,3.5,7.3,0.481,0.8,2.2,0.375,2.5,3.3,0.745,1.8,3.8,5.6,2.2,0.9,0.4,2.1,2.4,10.3
0,201950.0,00,0.0,35.0,35.0,27.1,3.2,7.1,0.45,0.8,2.5,0.307,1.3,1.8,0.726,1.3,2.5,3.8,3.7,1.6,0.5,2.1,2.1,8.5
0,203200.0,00,0.0,123.0,56.0,19.6,2.0,4.6,0.443,0.5,1.4,0.343,0.7,1.0,0.736,1.3,2.3,3.6,1.5,0.8,0.5,1.0,1.6,5.3
0,1626178.0,00,0.0,76.0,31.0,27.0,3.4,6.9,0.496,0.1,0.5,0.205,3.3,4.7,0.697,2.1,4.1,6.3,1.5,0.9,0.9,1.4,2.4,10.2
0,1626158.0,00,0.0,95.0,64.0,26.5,4.2,7.7,0.554,0.3,0.9,0.353,2.7,3.8,0.697,2.6,4.2,6.9,0.7,0.8,2.6,1.5,2.5,11.5
0,203918.0,00,0.0,67.0,62.0,32.8,4.7,10.4,0.455,1.8,4.4,0.396,2.0,2.6,0.773,0.9,3.4,4.3,2.1,0.6,0.3,1.3,2.0,13.3
0,201143.0,00,0.0,109.0,100.0,25.7,3.9,6.6,0.586,0.0,0.0,0.0,2.5,4.1,0.619,2.3,5.6,7.9,1.7,0.9,1.7,1.6,2.5,10.3
0,203962.0,00,0.0,135.0,75.0,25.0,2.9,6.4,0.451,0.5,1.5,0.319,1.3,2.1,0.61,2.2,4.0,6.2,0.8,0.5,1.4,0.9,1.7,7.5
0,1626205.0,00,0.0,67.0,58.0,27.1,4.9,9.1,0.54,0.1,0.2,0.333,3.7,6.1,0.604,2.5,5.4,7.9,1.5,1.0,0.9,2.4,3.1,13.6
0,2738.0,00,0.0,62.0,34.0,25.4,3.3,7.8,0.424,0.5,1.9,0.274,2.5,3.3,0.738,2.2,4.4,6.6,3.4,1.5,0.5,2.1,2.2,9.6
0,1627742.0,00,0.0,36.0,34.0,34.6,5.9,13.4,0.442,2.2,5.4,0.41,3.2,4.7,0.682,1.9,4.9,6.8,2.0,1.1,1.4,2.0,2.1,17.3
0,202681.0,00,0.0,11.0,8.0,27.5,5.0,9.5,0.529,1.6,3.5,0.462,5.8,6.5,0.901,0.5,2.8,3.4,4.3,1.5,0.5,2.5,2.1,17.5
0,1628371.0,00,0.0,32.0,32.0,26.2,4.1,8.0,0.508,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0
0,1628411.0,00,0.0,132.0,132.0,28.2,3.2,6.9,0.463,0.4,1.1,0.338,2.6,3.8,0.688,1.2,3.5,4.7,2.8,0.9,0.4,2.1,2.1,9.5
0,101127.0,00,0.0,101.0,100.0,32.3,4.0,8.4,0.478,0.9,2.6,0.359,3.6,4.5,0.796,0.4,4.0,4.5,5.4,1.8,0.1,3.3,2.0,12.5
0,1627743.0,00,0.0,103.0,88.0,31.5,4.0,8.6,0.467,1.3,3.4,0.381,2.3,3.0,0.782,0.9,2.3,3.1,3.3,1.1,0.2,1.9,1.7,11.7
0,1628402.0,00,0.0,36.0,36.0,24.9,3.7,7.8,0.473,1.4,3.6,0.395,2.1,2.8,0.755,0.6,1.9,2.5,1.7,0.6,0.1,1.4,2.4,10.9
0,1628367.0,00,0.0,35.0,35.0,30.8,6.3,12.3,0.513,1.0,2.6,0.378,2.8,4.9,0.566,2.3,5.1,7.4,3.0,1.7,1.1,2.8,3.0,16.3
0,1628382.0,00,0.0,33.0,33.0,27.8,3.5,8.1,0.438,1.4,3.2,0.438,2.0,2.9,0.698,1.8,4.3,6.0,0.9,0.9,0.8,1.6,2.2,10.5
0,202704.0,00,0.0,99.0,52.0,28.0,4.6,9.9,0.465,1.2,3.5,0.351,2.3,3.0,0.753,1.4,3.0,4.4,3.5,0.8,0.5,2.1,1.7,12.7
0,2210.0,00,0.0,84.0,77.0,26.3,4.0,8.1,0.49,0.7,1.9,0.368,2.5,3.5,0.718,1.6,3.4,5.0,2.8,0.6,0.8,2.7,2.6,11.2
0,1627744.0,00,0.0,148.0,80.0,21.0,4.8,8.4,0.574,0.0,0.0,0.0,1.9,2.8,0.708,2.1,4.9,7.0,0.9,0.8,1.1,1.3,2.5,11.6
0,1626177.0,00,0.0,78.0,18.0,15.2,2.1,3.8,0.537,0.0,0.0,,1.6,2.9,0.559,1.9,2.4,4.3,0.5,0.3,0.8,0.9,1.9,5.8
0,201949.0,00,0.0,61.0,59.0,29.9,5.8,11.2,0.515,0.8,2.8,0.296,2.5,3.6,0.693,2.8,5.5,8.3,1.6,1.4,1.4,2.5,3.0,14.8
0,2207.0,00,0.0,53.0,50.0,30.3,5.7,12.2,0.466,1.2,2.9,0.406,2.4,3.2,0.753,2.1,4.1,6.1,2.4,1.7,0.5,2.5,1.7,15.0
0,1626169.0,00,0.0,38.0,37.0,28.4,4.6,10.3,0.446,1.1,3.1,0.371,3.5,4.7,0.742,2.0,4.5,6.5,1.7,1.5,0.4,2.2,2.6,13.8
0,204020.0,00,0.0,128.0,87.0,27.6,3.8,8.4,0.456,0.9,2.5,0.372,1.9,2.7,0.716,1.4,3.4,4.8,2.4,1.1,0.3,1.4,2.6,10.5
0,202325.0,00,0.0,93.0,90.0,31.6,5.0,10.9,0.454,1.4,4.0,0.349,2.6,3.3,0.768,2.2,4.7,7.0,1.6,1.1,1.2,2.2,2.3,13.9
0,1627745.0,00,0.0,99.0,95.0,27.2,5.1,9.1,0.566,0.0,0.1,0.125,3.0,5.3,0.565,2.1,4.3,6.4,0.7,0.4,1.7,2.0,3.0,13.2
0,1626145.0,00,0.0,39.0,39.0,33.9,3.5,8.3,0.417,1.2,3.2,0.379,3.7,4.2,0.889,0.5,3.0,3.5,5.6,1.5,0.1,1.9,1.2,11.8
0,201599.0,00,0.0,35.0,21.0,20.1,3.2,5.2,0.617,0.0,0.0,,1.5,3.4,0.437,1.9,4.1,6.0,0.4,0.2,1.3,1.6,1.9,7.9
0,202709.0,00,0.0,36.0,36.0,32.4,3.8,8.9,0.422,1.4,3.5,0.413,1.4,2.0,0.699,0.6,2.9,3.6,3.0,1.0,0.3,1.5,1.8,10.4
0,1626163.0,00,0.0,144.0,79.0,20.4,3.7,7.0,0.522,0.7,1.9,0.369,2.1,2.7,0.763,1.3,3.4,4.6,1.3,0.5,1.1,0.8,1.6,10.1
0,203077.0,00,0.0,40.0,39.0,31.1,4.0,8.2,0.491,0.3,1.3,0.255,3.6,4.8,0.745,2.6,4.9,7.4,1.9,1.0,0.9,2.2,2.4,11.9
0,203930.0,00,0.0,140.0,105.0,30.8,5.1,12.1,0.419,2.2,6.4,0.347,3.0,3.8,0.78,1.3,3.1,4.3,2.0,1.2,0.2,1.7,1.3,15.3
0,202688.0,00,0.0,38.0,38.0,35.9,5.7,13.5,0.423,2.3,6.1,0.377,3.6,4.5,0.795,0.7,3.4,4.0,4.2,0.7,0.2,3.2,2.2,17.3
0,1627788.0,00,0.0,56.0,10.0,11.6,1.6,3.6,0.457,0.7,1.8,0.398,0.3,0.5,0.615,0.4,0.8,1.2,0.6,0.2,0.1,0.4,1.4,4.3
0,1628436.0,00,0.0,128.0,128.0,24.1,3.0,7.2,0.417,1.2,3.7,0.32,1.7,2.2,0.779,1.2,3.6,4.8,1.1,0.4,1.6,1.1,2.0,8.9
0,2594.0,00,0.0,128.0,95.0,27.7,4.4,9.3,0.472,2.9,6.4,0.453,2.4,2.7,0.891,1.3,3.9,5.2,2.3,1.3,0.5,1.8,2.3,14.1
0,201585.0,00,0.0,37.0,35.0,27.1,6.0,11.8,0.508,0.6,1.7,0.349,1.8,2.7,0.68,2.6,4.0,6.7,0.5,0.4,1.8,1.5,2.2,14.4
0,1628398.0,00,0.0,96.0,96.0,21.0,3.9,7.7,0.506,0.5,1.8,0.302,1.8,2.8,0.633,1.6,3.9,5.5,1.5,0.3,0.4,1.6,1.6,10.1
0,203897.0,00,0.0,37.0,1.0,24.4,3.4,7.8,0.441,1.3,3.5,0.375,1.3,1.8,0.691,0.5,2.1,2.5,1.8,0.9,0.2,1.1,2.0,9.4
0,1627746.0,00,0.0,36.0,18.0,15.8,2.7,5.3,0.516,0.0,0.1,0.0,1.1,1.7,0.661,1.0,2.2,3.1,0.3,0.3,1.6,0.9,3.0,6.6
0,203087.0,00,0.0,75.0,74.0,32.1,5.3,11.0,0.482,1.6,4.5,0.348,1.9,2.4,0.806,1.1,3.6,4.7,1.7,1.0,0.6,1.6,1.6,14.1
0,203499.0,00,0.0,68.0,54.0,31.3,3.8,8.6,0.438,1.5,4.0,0.375,2.2,2.7,0.808,0.5,2.7,3.2,3.6,1.8,0.1,2.1,1.6,11.2
0,1627774.0,00,0.0,141.0,115.0,28.1,3.4,7.7,0.445,1.4,3.9,0.362,1.9,2.6,0.759,1.1,3.7,4.8,1.1,0.9,0.8,1.4,1.9,10.2
0,1627747.0,00,0.0,103.0,70.0,26.4,3.6,8.2,0.434,1.3,3.2,0.401,2.0,2.6,0.77,0.4,3.2,3.5,2.7,0.9,0.2,1.3,1.5,10.4
0,1628388.0,00,0.0,35.0,35.0,29.9,6.7,10.9,0.617,0.8,1.7,0.466,2.1,3.0,0.679,2.2,6.0,8.2,2.4,0.6,1.1,1.5,2.5,16.3
0,201584.0,00,0.0,127.0,127.0,31.2,6.3,13.6,0.464,1.9,4.8,0.401,3.1,3.7,0.817,1.7,3.5,5.2,2.2,1.9,0.6,2.5,2.5,17.6
0,203458.0,00,0.0,60.0,48.0,24.5,3.8,7.0,0.538,0.0,0.2,0.111,2.2,3.3,0.663,2.4,4.5,7.0,0.8,0.2,2.1,1.6,2.6,9.7
0,202695.0,00,0.0,70.0,69.0,31.9,5.4,12.0,0.449,0.6,2.3,0.25,2.8,3.7,0.744,3.3,6.9,10.2,2.2,1.4,0.6,2.2,2.5,14.1
0,203086.0,00,0.0,65.0,31.0,19.8,3.0,5.4,0.567,0.0,0.2,0.083,1.6,2.2,0.729,1.3,3.4,4.7,0.7,0.3,1.1,1.4,2.2,7.7
0,202720.0,00,0.0,123.0,68.0,22.8,4.2,8.7,0.482,0.8,2.2,0.368,2.0,2.7,0.723,1.3,3.2,4.5,1.1,0.4,0.7,1.2,1.6,11.2
0,203081.0,00,0.0,103.0,98.0,32.7,5.7,12.7,0.446,2.4,6.1,0.39,5.0,5.8,0.867,0.4,3.9,4.3,3.5,1.3,0.2,2.4,2.1,18.8
0,202391.0,00,0.0,115.0,87.0,29.2,4.4,9.1,0.481,0.9,2.8,0.333,3.2,4.3,0.733,0.9,3.4,4.3,3.5,2.0,0.6,2.9,2.9,12.9
0,1626172.0,00,0.0,36.0,36.0,30.9,4.2,8.9,0.47,0.6,1.5,0.415,2.6,4.1,0.626,3.4,5.8,9.2,1.4,1.3,0.9,1.3,2.9,11.6
0,201572.0,00,0.0,53.0,43.0,28.0,6.1,12.7,0.48,0.1,0.4,0.143,3.7,4.9,0.764,2.3,4.8,7.1,1.1,0.5,1.9,2.1,2.6,16.0
0,201577.0,00,0.0,67.0,61.0,24.3,3.5,6.9,0.511,0.0,0.0,0.5,1.9,3.1,0.612,2.6,3.1,5.6,0.8,0.3,2.3,1.6,2.5,9.0
0,201567.0,00,0.0,39.0,38.0,29.6,5.8,10.4,0.559,0.7,2.1,0.354,5.1,6.6,0.767,3.6,7.0,10.6,1.9,0.7,1.4,2.0,1.9,17.5
0,200768.0,00,0.0,57.0,34.0,26.7,3.2,7.1,0.449,0.2,0.7,0.325,2.9,4.0,0.737,1.4,2.4,3.8,3.0,1.9,0.2,1.9,2.6,9.5
0,1627789.0,00,0.0,33.0,32.0,30.1,4.8,11.9,0.402,1.9,5.3,0.358,3.0,4.3,0.697,1.0,3.6,4.6,2.8,1.7,0.3,2.8,3.5,14.5
0,1628399.0,00,0.0,71.0,71.0,33.1,3.9,8.2,0.475,1.4,3.5,0.398,2.4,2.9,0.809,2.0,5.4,7.4,1.6,1.1,1.6,1.5,2.6,11.6
0,1626168.0,00,0.0,36.0,21.0,23.0,3.3,6.7,0.488,0.1,0.8,0.138,2.1,2.8,0.735,1.8,3.4,5.2,1.1,0.5,0.4,1.1,1.6,8.7
0,1627815.0,00,0.0,141.0,97.0,30.0,4.5,9.9,0.455,1.3,3.7,0.34,3.7,4.5,0.818,0.9,2.9,3.8,1.3,0.9,0.2,1.3,1.3,13.9
0,202714.0,00,0.0,108.0,107.0,31.2,4.8,11.4,0.419,2.0,5.6,0.357,2.6,3.4,0.755,0.8,3.4,4.2,3.3,1.1,0.1,2.2,1.9,14.1
0,1628374.0,00,0.0,37.0,37.0,30.8,5.0,10.2,0.492,1.9,4.4,0.423,3.7,4.4,0.835,2.4,4.8,7.2,0.9,0.4,0.5,1.1,2.0,15.6
0,1626185.0,00,0.0,65.0,57.0,30.7,5.0,10.1,0.494,0.6,2.0,0.308,3.1,4.5,0.689,2.4,4.6,6.9,1.4,1.0,0.7,2.2,2.6,13.7
0,1628412.0,00,0.0,145.0,145.0,30.0,4.2,9.2,0.454,1.3,3.0,0.42,3.3,4.4,0.761,0.5,2.9,3.4,4.0,1.1,0.1,1.9,2.0,13.0
0,202083.0,00,0.0,127.0,118.0,30.2,4.0,9.1,0.444,0.8,2.3,0.341,4.3,5.4,0.799,1.6,3.4,4.9,2.1,1.2,0.3,2.2,2.3,13.2
0,201601.0,00,0.0,107.0,106.0,29.5,3.4,6.8,0.503,0.2,0.9,0.215,1.7,2.5,0.668,2.6,4.7,7.2,1.6,1.3,0.6,1.8,2.2,8.7
0,203949.0,00,0.0,108.0,73.0,24.9,4.3,9.7,0.447,0.0,0.1,0.0,2.8,4.9,0.569,2.1,3.8,5.9,1.0,1.2,0.5,1.6,2.1,11.4
0,1627775.0,00,0.0,65.0,48.0,31.7,4.2,9.6,0.439,1.9,5.2,0.367,1.9,2.5,0.753,0.9,3.3,4.2,3.3,2.0,0.4,1.9,1.9,12.2
0,203468.0,00,0.0,111.0,109.0,32.9,6.9,15.7,0.439,2.0,5.2,0.377,5.5,6.7,0.825,1.5,4.8,6.3,2.7,2.1,0.5,2.4,1.8,21.3
0,204456.0,00,0.0,107.0,107.0,32.2,3.9,8.0,0.487,0.9,2.5,0.372,1.3,1.6,0.771,0.7,3.2,3.9,5.7,2.2,0.2,2.1,1.9,10.0
0,1626191.0,00,0.0,16.0,16.0,28.1,3.4,7.1,0.478,0.1,0.1,1.0,2.5,4.4,0.563,2.3,4.6,6.9,1.1,1.7,2.1,2.2,2.6,9.3
0,203926.0,00,0.0,145.0,145.0,31.5,7.9,14.3,0.55,1.9,4.1,0.458,4.1,4.9,0.831,1.9,5.6,7.5,1.3,0.2,0.1,2.2,1.8,21.7
0,201580.0,00,0.0,66.0,31.0,18.7,3.5,6.5,0.542,0.2,0.7,0.356,1.4,2.7,0.514,1.7,3.0,4.8,0.3,0.5,1.8,1.6,2.0,8.7
0,203585.0,00,0.0,135.0,102.0,27.5,4.2,9.3,0.452,1.4,3.7,0.381,1.9,2.5,0.759,1.9,3.0,4.8,1.4,0.9,0.3,1.3,1.5,11.7
0,203463.0,00,0.0,37.0,37.0,32.2,5.4,10.8,0.495,2.0,4.7,0.42,3.2,3.7,0.87,1.3,3.9,5.2,2.0,1.0,0.7,2.1,1.9,15.9
0,201177.0,00,0.0,69.0,63.0,29.7,4.0,7.5,0.54,0.1,0.5,0.278,2.5,3.8,0.664,1.9,4.6,6.5,2.4,1.2,1.9,1.9,2.8,10.8
0,201975.0,00,0.0,81.0,42.0,27.7,4.8,10.9,0.436,2.2,5.7,0.386,3.7,4.1,0.89,0.7,2.4,3.0,1.6,1.1,0.1,1.8,1.6,15.4
0,1626175.0,00,0.0,65.0,65.0,33.8,5.6,10.8,0.517,0.0,0.2,0.071,2.9,4.3,0.669,2.7,6.1,8.8,1.2,0.8,3.4,2.8,2.4,14.0
0,203114.0,00,0.0,87.0,72.0,26.0,3.9,9.1,0.432,1.1,3.3,0.321,2.4,3.1,0.768,1.5,3.0,4.6,2.0,1.0,0.2,2.0,2.1,11.3
0,203121.0,00,0.0,152.0,82.0,24.9,2.9,6.5,0.449,1.2,3.0,0.378,1.2,1.5,0.815,1.0,2.2,3.2,1.8,0.8,0.7,1.4,2.3,8.2
0,201988.0,00,0.0,58.0,56.0,32.7,5.6,13.4,0.415,2.2,6.7,0.331,3.0,3.7,0.806,0.4,1.8,2.2,3.7,2.0,0.2,2.9,1.6,16.4
0,200794.0,00,0.0,92.0,91.0,35.2,7.2,12.4,0.577,0.1,0.2,0.375,4.2,6.8,0.62,5.5,7.3,12.7,0.9,1.3,2.0,2.4,3.1,18.6
0,1628378.0,00,0.0,4.0,4.0,1.8,0.3,0.3,1.0,0.0,0.0,,0.3,0.5,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.5,0.0,0.8
0,1628370.0,00,0.0,38.0,38.0,32.1,6.6,14.7,0.45,2.7,6.9,0.397,3.9,4.7,0.822,0.3,2.2,2.5,2.3,0.9,0.5,2.0,1.9,19.8
0,202328.0,00,0.0,65.0,65.0,32.6,5.3,9.8,0.543,0.1,0.5,0.273,3.7,5.5,0.677,2.1,6.1,8.2,3.2,1.5,1.5,2.9,2.5,14.5
0,202734.0,00,0.0,140.0,136.0,32.3,5.6,12.7,0.44,1.7,4.6,0.38,2.4,3.3,0.729,1.1,3.3,4.4,2.9,1.2,0.4,2.1,2.3,15.3
0,203961.0,00,0.0,89.0,58.0,25.0,2.7,5.0,0.535,0.1,0.3,0.333,1.8,3.3,0.531,2.4,6.2,8.6,1.3,0.8,2.1,1.8,2.4,7.2
0,202694.0,00,0.0,109.0,91.0,24.0,4.7,8.4,0.555,0.4,1.1,0.358,2.9,4.3,0.66,2.4,3.8,6.2,1.3,0.9,0.4,1.6,2.6,12.6
0,202693.0,00,0.0,109.0,44.0,19.3,3.1,5.7,0.553,0.3,0.9,0.404,1.9,2.9,0.653,2.0,4.1,6.1,1.2,0.6,0.9,1.6,2.7,8.5
0,1628420.0,00,0.0,140.0,140.0,33.8,4.5,9.5,0.476,1.1,2.9,0.381,2.0,2.6,0.78,0.8,2.9,3.7,5.5,1.6,0.3,1.2,1.5,12.2
0,1628405.0,00,0.0,102.0,102.0,24.3,4.7,9.0,0.519,0.1,0.5,0.24,2.5,3.9,0.654,2.7,3.7,6.4,1.3,0.4,1.2,2.0,3.0,12.0
0,203498.0,00,0.0,32.0,30.0,30.8,6.3,14.3,0.443,1.3,3.3,0.377,4.0,5.6,0.711,2.7,2.5,5.2,0.8,0.7,0.1,1.6,1.7,17.9
0,1627749.0,00,0.0,34.0,34.0,33.5,5.9,14.3,0.416,1.0,3.5,0.288,3.2,4.9,0.663,1.4,4.6,6.0,4.5,1.8,0.3,2.6,3.2,16.1
0,1627750.0,00,0.0,36.0,36.0,35.2,6.8,14.9,0.454,3.1,7.7,0.408,3.3,4.2,0.783,1.5,3.7,5.2,2.2,1.0,0.3,2.3,2.1,20.0
0,203488.0,00,0.0,133.0,119.0,28.7,5.4,10.8,0.501,0.2,0.5,0.313,4.3,5.2,0.819,2.3,6.0,8.2,1.6,0.4,2.0,1.6,2.3,15.3
0,1627846.0,00,0.0,117.0,80.0,24.3,3.7,9.5,0.391,1.1,3.6,0.305,1.8,2.5,0.731,0.9,3.4,4.3,1.1,0.8,0.6,2.5,2.5,10.3
0,1626204.0,00,0.0,123.0,90.0,29.5,4.1,8.0,0.521,0.3,1.0,0.308,2.7,3.5,0.771,1.5,5.1,6.6,1.4,1.1,1.1,1.6,2.3,11.3
0,203894.0,00,0.0,143.0,98.0,32.3,4.2,10.1,0.411,1.8,4.8,0.375,3.6,4.4,0.813,0.7,3.3,4.0,4.5,1.8,0.2,2.4,2.1,13.7
0,2749.0,00,0.0,125.0,125.0,34.5,5.6,12.4,0.454,1.8,5.0,0.365,3.7,4.7,0.786,1.0,3.6,4.6,5.7,2.0,0.1,3.0,2.2,16.8
0,201149.0,00,0.0,108.0,78.0,21.1,3.8,6.2,0.615,0.0,0.0,0.5,2.9,4.2,0.684,2.0,4.4,6.4,1.7,0.9,1.7,1.8,2.0,10.5
0,203457.0,00,0.0,24.0,24.0,31.9,4.1,6.9,0.59,0.0,0.0,,2.3,4.3,0.529,2.7,6.8,9.5,1.6,2.1,4.4,1.9,2.6,10.5
0,203948.0,00,0.0,91.0,79.0,27.1,4.9,10.5,0.468,0.1,0.3,0.231,2.8,4.6,0.619,3.0,4.7,7.7,1.3,0.5,0.8,2.9,2.8,12.7
0,203124.0,00,0.0,129.0,98.0,27.3,4.7,8.6,0.553,0.4,1.6,0.261,2.6,3.8,0.685,2.6,5.9,8.5,0.9,0.5,2.2,2.0,2.9,12.5
0,1628400.0,00,0.0,58.0,58.0,23.1,3.8,8.0,0.479,1.4,3.4,0.415,3.2,4.1,0.785,1.6,3.1,4.6,1.0,0.4,0.3,0.9,1.4,12.3
0,1626143.0,00,0.0,38.0,38.0,30.1,7.3,11.1,0.664,0.0,0.0,,2.6,5.1,0.51,3.5,4.9,8.5,1.3,0.8,1.4,2.5,2.1,17.3
0,203506.0,00,0.0,104.0,75.0,24.6,3.9,7.3,0.538,0.5,1.4,0.338,2.5,3.5,0.716,2.0,3.2,5.2,1.7,1.5,0.5,1.9,2.4,10.7
0,203482.0,00,0.0,101.0,32.0,17.2,3.3,5.6,0.594,0.2,0.7,0.333,2.0,2.8,0.709,1.5,3.1,4.6,1.1,0.5,0.5,1.4,2.0,8.9
0,1627778.0,00,0.0,66.0,55.0,21.0,2.8,4.5,0.619,0.0,0.0,0.0,0.7,1.3,0.547,2.4,4.0,6.4,1.1,0.8,1.6,1.7,2.7,6.2
0,1626162.0,00,0.0,36.0,27.0,21.0,3.1,6.9,0.444,0.9,2.6,0.358,2.2,3.1,0.718,1.1,3.8,5.0,0.8,1.1,0.4,1.2,2.0,9.3
0,1627779.0,00,0.0,141.0,139.0,32.4,4.2,10.4,0.407,2.1,5.7,0.375,2.5,2.9,0.844,0.4,2.4,2.8,4.3,1.4,0.2,1.9,1.7,13.1
0,1627834.0,00,0.0,28.0,5.0,10.5,2.5,3.9,0.636,0.0,0.0,,0.7,1.0,0.655,1.1,1.5,2.6,0.4,0.2,0.6,0.6,1.7,5.7
0,203953.0,00,0.0,35.0,35.0,30.7,6.7,14.3,0.473,1.1,3.0,0.358,4.6,6.1,0.748,3.0,5.7,8.7,1.2,1.1,1.2,2.3,2.4,19.1
0,202718.0,00,0.0,142.0,81.0,27.9,3.7,7.8,0.477,1.1,3.2,0.337,1.7,2.8,0.611,1.9,4.1,6.0,2.4,0.9,0.3,1.6,2.0,10.2
0,202335.0,00,0.0,97.0,97.0,34.0,6.4,10.9,0.585,0.2,0.8,0.329,3.2,4.3,0.734,2.9,5.3,8.2,1.5,0.7,1.6,1.6,2.1,16.1
0,1628383.0,00,0.0,35.0,35.0,25.3,5.7,8.5,0.676,0.2,0.4,0.533,1.3,2.5,0.517,1.7,4.5,6.2,1.2,0.9,1.4,1.7,2.7,12.9
0,101108.0,00,0.0,63.0,62.0,33.5,4.4,9.3,0.472,1.4,2.9,0.47,4.9,5.8,0.838,0.7,3.2,3.9,6.3,2.5,0.2,2.7,2.6,15.0
0,203940.0,00,0.0,138.0,94.0,20.0,3.2,6.2,0.526,0.4,1.1,0.409,2.0,2.7,0.755,1.5,3.8,5.3,0.6,0.6,1.0,1.4,2.2,8.9
0,1626166.0,00,0.0,69.0,69.0,32.4,6.3,14.6,0.432,2.3,6.3,0.359,3.7,4.7,0.781,0.4,3.2,3.7,5.7,1.8,0.5,2.9,2.4,18.5
0,203901.0,00,0.0,100.0,79.0,31.6,5.0,10.3,0.485,0.3,1.1,0.268,3.9,6.5,0.611,1.5,3.6,5.1,4.9,2.0,0.5,3.4,2.3,14.3
0,1627780.0,00,0.0,63.0,61.0,35.3,5.8,12.0,0.485,0.8,2.6,0.302,2.3,3.5,0.652,2.2,5.4,7.7,4.1,2.8,0.8,2.1,2.7,14.7
0,1628409.0,00,0.0,134.0,134.0,31.7,5.9,12.1,0.487,2.2,5.2,0.416,3.6,4.2,0.846,2.0,5.5,7.4,1.5,0.8,0.3,1.9,2.1,17.5
0,203486.0,00,0.0,141.0,100.0,25.8,3.7,6.5,0.574,0.0,0.1,0.2,2.4,4.0,0.583,2.3,5.4,7.7,1.5,0.8,1.4,2.0,2.5,9.8
