,PLAYER_ID,LEAGUE_ID,Team_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203516.0,00,0.0,160.0,48.0,20.3,2.1,4.7,0.453,0.7,2.0,0.374,1.3,1.6,0.805,1.0,2.3,3.3,0.9,0.6,0.3,0.8,2.0,6.3
0,1628393.0,00,0.0,5.0,0.0,12.0,1.4,4.0,0.35,0.4,0.6,0.667,1.8,2.0,0.9,0.2,1.2,1.4,0.8,0.4,0.0,0.8,1.4,5.0
0,201936.0,00,0.0,485.0,376.0,32.1,6.1,13.7,0.445,0.7,2.3,0.302,3.3,4.3,0.758,0.9,3.9,4.8,5.1,1.3,0.4,2.6,2.3,16.2
0,203957.0,00,0.0,148.0,67.0,20.6,2.0,5.3,0.385,0.9,2.8,0.308,0.5,0.7,0.743,0.4,1.4,1.8,2.1,0.4,0.2,1.3,2.0,5.4
0,202702.0,00,0.0,420.0,365.0,25.4,4.7,8.6,0.545,0.0,0.0,0.105,2.3,3.5,0.653,3.1,5.2,8.4,1.0,0.8,0.9,1.4,2.5,11.7
0,202324.0,00,0.0,492.0,302.0,25.8,4.6,9.0,0.511,0.0,0.1,0.195,2.2,3.3,0.664,2.4,4.7,7.1,1.1,0.8,1.3,1.5,2.8,11.4
0,1627770.0,00,0.0,51.0,0.0,9.8,1.6,4.2,0.37,0.2,0.7,0.27,0.8,1.1,0.737,0.1,0.9,1.0,1.5,0.4,0.1,0.9,1.0,4.2
0,1626245.0,00,0.0,108.0,4.0,14.3,1.7,3.0,0.571,0.0,0.0,0.0,0.8,1.3,0.644,1.6,2.6,4.2,0.7,0.3,0.3,0.5,1.5,4.3
0,101109.0,00,0.0,868.0,657.0,31.4,4.5,10.8,0.413,1.0,2.9,0.328,1.9,2.5,0.788,0.6,2.5,3.1,5.6,1.3,0.2,2.2,2.0,11.8
0,1628390.0,00,0.0,8.0,0.0,4.8,0.3,1.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.1,0.1,0.1,1.3,0.5
0,1627812.0,00,0.0,59.0,34.0,26.6,3.4,8.5,0.407,1.5,3.8,0.388,1.7,2.1,0.843,0.4,2.0,2.4,3.4,0.9,0.2,1.4,2.1,10.1
0,1627827.0,00,0.0,88.0,36.0,19.6,1.5,4.0,0.377,0.7,2.3,0.297,0.5,0.7,0.746,0.7,2.0,2.6,0.8,0.6,0.3,0.6,1.5,4.2
0,1627854.0,00,0.0,49.0,1.0,9.6,1.4,3.4,0.411,0.6,1.7,0.378,0.2,0.2,0.818,0.1,0.7,0.8,0.7,0.1,0.0,0.3,0.7,3.6
0,203095.0,00,0.0,332.0,190.0,26.6,4.5,10.0,0.449,1.5,4.0,0.382,2.1,2.6,0.796,0.5,2.2,2.6,2.2,0.8,0.1,1.6,2.4,12.6
0,1628368.0,00,0.0,12.0,2.0,26.8,4.8,12.0,0.403,0.3,1.4,0.176,2.0,2.8,0.706,0.7,2.7,3.3,5.2,0.6,0.1,2.0,2.3,11.9
0,204025.0,00,0.0,139.0,41.0,19.4,2.1,5.3,0.401,0.5,1.5,0.305,1.2,1.7,0.727,0.5,1.9,2.4,4.4,0.8,0.1,1.5,1.8,5.9
0,101112.0,00,0.0,812.0,438.0,23.2,3.4,7.8,0.44,1.2,3.1,0.389,1.0,1.3,0.822,0.9,3.8,4.7,1.0,0.5,0.6,0.9,2.7,9.1
0,1628365.0,00,0.0,4.0,0.0,18.9,2.3,6.8,0.333,0.0,0.0,0.0,1.5,3.0,0.5,0.8,1.5,2.3,1.8,0.5,0.3,1.5,1.5,6.0
0,201568.0,00,0.0,469.0,399.0,31.1,4.6,11.0,0.419,1.8,4.9,0.367,4.3,4.9,0.864,0.8,3.9,4.7,2.0,0.8,0.4,1.3,1.9,15.3
0,204038.0,00,0.0,212.0,50.0,24.3,3.2,8.0,0.395,1.3,3.5,0.37,1.0,1.2,0.783,0.5,2.6,3.1,2.1,0.8,0.2,0.8,1.9,8.6
0,201188.0,00,0.0,655.0,648.0,33.8,5.6,11.4,0.495,0.2,0.6,0.345,3.5,4.6,0.774,1.8,5.8,7.6,3.2,0.9,1.5,2.0,3.0,15.0
0,2200.0,00,0.0,1132.0,1094.0,34.6,6.8,13.4,0.51,0.1,0.3,0.376,4.1,5.4,0.754,2.6,6.8,9.4,3.3,0.5,1.6,2.2,2.2,17.8
0,200752.0,00,0.0,766.0,715.0,35.4,6.9,15.3,0.453,1.0,3.0,0.346,3.4,4.3,0.796,1.5,4.4,5.9,2.3,1.3,0.8,2.4,2.5,18.3
0,202331.0,00,0.0,460.0,412.0,32.9,6.2,14.4,0.433,2.0,5.5,0.371,3.6,4.3,0.849,0.9,5.4,6.3,3.1,1.7,0.4,2.5,2.7,18.1
0,1627875.0,00,0.0,11.0,0.0,5.3,0.3,0.9,0.3,0.1,0.3,0.333,0.8,0.9,0.9,0.1,0.7,0.8,0.3,0.1,0.0,0.3,0.6,1.5
0,201959.0,00,0.0,597.0,257.0,25.2,3.9,7.8,0.496,0.0,0.1,0.136,1.6,2.3,0.696,2.4,4.0,6.3,1.0,0.5,1.2,1.3,2.6,9.4
0,1938.0,00,0.0,1002.0,349.0,25.7,4.4,9.9,0.447,1.4,3.9,0.369,3.3,4.0,0.826,0.7,2.9,3.6,3.9,1.4,0.3,2.0,2.1,13.5
0,203497.0,00,0.0,281.0,190.0,27.3,3.4,5.6,0.612,0.0,0.0,0.0,2.6,4.1,0.62,3.1,6.7,9.8,1.1,0.6,2.2,1.5,2.4,9.4
0,203932.0,00,0.0,216.0,128.0,24.6,3.9,8.3,0.468,0.7,2.3,0.313,1.7,2.4,0.7,1.5,3.9,5.4,1.6,0.7,0.6,1.0,2.0,10.1
0,201569.0,00,0.0,504.0,424.0,33.5,5.7,13.2,0.43,2.1,5.6,0.38,3.3,4.0,0.818,0.5,2.1,2.5,3.2,1.0,0.3,2.1,2.0,16.7
0,101162.0,00,0.0,689.0,474.0,26.5,4.4,8.0,0.556,0.0,0.0,0.15,1.5,2.2,0.679,2.2,5.9,8.2,1.0,0.5,1.2,1.2,2.2,10.4
0,1626203.0,00,0.0,37.0,1.0,10.6,1.0,2.3,0.429,0.4,0.9,0.438,0.4,0.6,0.696,0.4,0.9,1.3,0.6,0.4,0.0,0.2,1.2,2.8
0,203924.0,00,0.0,234.0,67.0,22.4,2.4,5.8,0.415,0.6,1.9,0.302,1.9,3.0,0.634,0.9,2.6,3.5,1.2,0.6,1.2,1.1,2.3,7.3
0,1626170.0,00,0.0,150.0,45.0,17.3,2.1,5.2,0.401,0.5,1.7,0.29,1.3,1.6,0.815,0.3,1.6,2.0,2.4,0.7,0.1,1.0,1.4,5.9
0,201980.0,00,0.0,482.0,416.0,25.2,3.2,7.4,0.424,1.8,4.5,0.4,0.8,1.0,0.817,0.6,2.9,3.4,1.6,1.0,0.8,1.1,1.6,8.9
0,203110.0,00,0.0,410.0,262.0,26.9,3.2,7.4,0.437,0.9,2.7,0.335,1.6,2.3,0.698,1.2,5.6,6.8,4.2,1.3,1.1,1.9,2.8,9.0
0,203210.0,00,0.0,180.0,92.0,20.6,2.8,5.8,0.487,0.4,1.1,0.357,1.4,1.7,0.78,1.8,3.5,5.4,0.9,0.5,0.4,1.1,2.6,7.4
0,201145.0,00,0.0,718.0,484.0,30.9,4.9,11.3,0.436,1.0,3.0,0.333,2.6,3.3,0.792,1.0,3.7,4.7,1.6,0.8,0.6,1.6,2.3,13.5
0,201933.0,00,0.0,483.0,483.0,35.2,8.3,16.0,0.515,0.2,0.7,0.31,4.7,7.0,0.676,2.4,6.9,9.4,4.2,1.0,0.6,2.5,3.0,21.5
0,1627773.0,00,0.0,22.0,0.0,7.4,0.8,1.9,0.405,0.2,0.5,0.5,0.4,0.9,0.45,0.4,1.3,1.6,0.2,0.0,0.6,0.5,1.0,2.2
0,203501.0,00,0.0,293.0,74.0,23.8,4.0,9.4,0.425,1.6,4.7,0.348,1.6,2.0,0.801,0.3,1.9,2.2,1.6,0.5,0.2,0.9,1.5,11.2
0,201935.0,00,0.0,628.0,415.0,33.7,6.6,14.8,0.443,2.3,6.3,0.365,6.9,8.1,0.853,0.8,4.3,5.0,5.8,1.5,0.4,3.4,2.5,22.3
0,203090.0,00,0.0,368.0,199.0,23.4,3.0,6.3,0.469,0.6,1.9,0.314,0.9,1.5,0.604,1.3,2.5,3.7,0.9,1.0,0.6,0.9,1.9,7.4
0,1626149.0,00,0.0,105.0,15.0,14.3,2.8,4.4,0.646,0.0,0.1,0.125,1.0,1.7,0.594,1.1,1.8,2.9,0.8,0.3,0.5,0.6,1.7,6.7
0,2734.0,00,0.0,855.0,446.0,25.4,3.7,8.6,0.435,0.8,2.5,0.324,3.0,3.8,0.796,0.3,1.9,2.3,4.2,1.1,0.2,1.8,2.2,11.3
0,203914.0,00,0.0,200.0,150.0,26.7,4.0,8.7,0.462,1.3,3.6,0.363,1.3,1.6,0.788,0.7,1.8,2.5,1.9,1.1,0.2,1.2,1.7,10.6
0,203925.0,00,0.0,120.0,12.0,15.8,2.0,4.8,0.425,1.1,3.0,0.377,0.4,0.6,0.704,0.2,1.6,1.8,0.8,0.4,0.1,0.7,1.7,5.6
0,202699.0,00,0.0,396.0,276.0,29.0,5.3,11.3,0.469,1.0,2.8,0.343,2.4,2.9,0.81,1.1,4.5,5.6,1.6,0.7,0.5,1.3,1.9,14.0
0,1626150.0,00,0.0,82.0,26.0,19.9,1.6,5.0,0.326,0.6,2.2,0.264,2.0,2.5,0.777,0.3,1.5,1.8,2.6,0.7,0.3,1.1,2.5,5.8
0,1628404.0,00,0.0,11.0,0.0,13.6,0.9,2.6,0.345,0.2,1.1,0.167,0.5,0.5,0.833,0.2,1.7,1.9,0.3,0.6,0.3,0.5,1.2,2.5
0,2617.0,00,0.0,830.0,498.0,25.8,3.2,6.4,0.491,0.0,0.0,0.086,1.5,2.0,0.756,1.9,4.9,6.9,0.9,0.5,0.3,1.0,2.4,7.8
0,202330.0,00,0.0,517.0,409.0,31.3,5.3,11.9,0.444,1.3,3.6,0.368,3.8,4.6,0.82,0.7,3.4,4.2,3.4,1.0,0.4,2.0,1.8,15.6
0,203089.0,00,0.0,327.0,88.0,19.1,3.2,6.0,0.533,0.0,0.0,0.0,1.2,2.0,0.57,1.9,3.3,5.2,1.0,0.4,1.5,1.2,2.3,7.6
0,1627823.0,00,0.0,65.0,9.0,13.2,1.6,3.5,0.447,0.7,1.8,0.4,0.9,1.2,0.75,0.7,2.2,2.9,0.4,0.5,0.2,0.5,1.0,4.7
0,1626195.0,00,0.0,79.0,22.0,17.6,3.3,6.2,0.534,0.1,0.2,0.25,1.2,1.7,0.686,2.2,4.3,6.5,1.2,0.6,0.5,1.4,2.1,7.9
0,1626209.0,00,0.0,155.0,11.0,16.1,2.0,5.1,0.401,0.8,2.3,0.334,0.6,0.7,0.852,0.3,1.9,2.2,1.1,0.5,0.2,1.1,1.3,5.4
0,1627741.0,00,0.0,94.0,62.0,23.2,4.1,9.6,0.425,1.8,4.6,0.391,0.8,1.0,0.848,0.5,3.0,3.5,1.5,0.5,0.1,1.3,1.5,10.8
0,2403.0,00,0.0,881.0,620.0,27.3,4.6,8.3,0.548,0.0,0.1,0.14,2.8,4.2,0.662,1.8,4.5,6.3,1.9,1.1,0.8,1.9,3.1,11.9
0,201588.0,00,0.0,609.0,384.0,28.9,4.1,9.1,0.452,1.2,3.3,0.38,2.2,2.7,0.8,0.6,2.7,3.2,3.3,0.9,0.3,1.3,2.1,11.7
0,203524.0,00,0.0,249.0,152.0,23.5,2.2,5.5,0.4,0.8,2.3,0.336,1.2,1.5,0.822,0.7,2.6,3.3,1.6,0.7,0.3,1.0,1.8,6.4
0,1626199.0,00,0.0,80.0,3.0,9.9,1.3,3.3,0.382,0.4,1.2,0.316,0.6,0.9,0.735,0.1,0.9,1.0,0.8,0.3,0.0,0.6,0.9,3.5
0,201950.0,00,0.0,517.0,444.0,32.4,5.7,12.8,0.441,1.1,3.1,0.361,1.8,2.3,0.789,0.8,2.8,3.6,6.3,1.4,0.4,2.7,2.3,14.3
0,203200.0,00,0.0,214.0,24.0,16.7,2.3,5.6,0.4,0.9,2.7,0.34,0.7,0.9,0.789,0.3,1.9,2.1,1.1,0.7,0.3,0.7,1.1,6.2
0,1626178.0,00,0.0,119.0,79.0,22.8,3.0,6.7,0.445,0.2,0.7,0.236,2.4,3.1,0.765,1.3,4.3,5.6,1.8,1.1,0.6,1.3,2.2,8.5
0,1626158.0,00,0.0,112.0,19.0,17.4,3.1,5.8,0.542,0.3,1.1,0.285,1.2,1.7,0.699,1.4,2.7,4.1,0.9,0.5,0.9,0.8,2.2,7.8
0,203918.0,00,0.0,199.0,163.0,27.7,4.5,10.9,0.413,1.8,5.0,0.364,1.8,2.2,0.829,0.3,2.7,3.1,2.1,0.7,0.2,1.3,2.4,12.6
0,201143.0,00,0.0,657.0,653.0,33.3,6.1,11.5,0.528,0.3,0.9,0.354,1.9,2.5,0.749,2.3,6.4,8.7,3.0,0.8,1.2,1.6,2.4,14.3
0,2730.0,00,0.0,966.0,965.0,34.8,6.3,10.7,0.585,0.0,0.1,0.089,4.9,8.7,0.564,3.6,9.1,12.7,1.5,1.0,2.0,3.0,3.2,17.4
0,203962.0,00,0.0,16.0,0.0,12.1,1.1,2.7,0.395,0.7,1.6,0.44,0.0,0.3,0.0,0.6,1.7,2.3,0.4,0.3,0.8,0.6,1.1,2.8
0,201586.0,00,0.0,613.0,502.0,29.0,5.0,9.7,0.516,0.5,1.4,0.37,1.4,1.9,0.756,2.3,5.0,7.3,0.6,0.4,2.3,1.3,2.8,12.0
0,2738.0,00,0.0,987.0,760.0,34.6,4.6,10.0,0.465,0.9,2.8,0.334,2.7,3.8,0.714,1.0,4.3,5.2,4.5,1.6,0.5,2.0,1.9,12.9
0,101141.0,00,0.0,613.0,369.0,24.4,4.1,9.3,0.441,1.1,3.0,0.365,1.6,2.1,0.77,1.8,4.1,5.9,1.2,0.7,0.4,1.0,2.5,10.9
0,204060.0,00,0.0,255.0,73.0,20.7,2.1,4.8,0.434,1.2,3.0,0.403,0.4,0.5,0.746,0.3,2.3,2.5,2.2,1.0,0.1,1.2,1.6,5.7
0,1627742.0,00,0.0,92.0,53.0,29.5,3.8,9.2,0.411,0.7,2.3,0.297,1.9,3.0,0.627,0.7,3.4,4.1,2.1,0.7,0.5,1.6,2.1,10.1
0,202681.0,00,0.0,394.0,394.0,34.1,7.9,17.3,0.456,1.9,5.0,0.381,3.9,4.4,0.873,0.7,2.6,3.4,5.5,1.3,0.3,2.7,2.2,21.6
0,1628371.0,00,0.0,12.0,2.0,19.9,2.3,5.1,0.459,0.4,1.4,0.294,1.0,1.2,0.857,0.9,3.5,4.4,0.8,0.7,1.3,1.0,2.1,6.1
0,1628411.0,00,0.0,5.0,0.0,4.9,0.8,2.0,0.4,0.0,0.0,0.0,0.2,0.6,0.333,0.2,0.8,1.0,0.6,0.2,0.0,0.6,0.6,1.8
0,101127.0,00,0.0,815.0,352.0,28.0,3.9,8.9,0.44,0.7,2.1,0.345,2.4,2.8,0.856,0.3,2.5,2.9,4.5,0.8,0.1,2.0,1.8,11.0
0,1627743.0,00,0.0,14.0,0.0,5.2,0.5,1.2,0.412,0.1,0.5,0.143,0.2,0.4,0.5,0.4,0.6,1.1,0.6,0.3,0.1,0.7,0.4,1.3
0,1628367.0,00,0.0,14.0,3.0,21.7,3.8,9.6,0.396,0.8,2.9,0.275,1.6,3.0,0.524,0.5,2.9,3.4,0.8,1.2,0.2,2.0,3.0,9.9
0,1628382.0,00,0.0,12.0,5.0,20.0,2.9,6.5,0.449,0.9,2.8,0.333,0.5,0.7,0.75,0.5,1.3,1.8,0.4,0.1,0.1,0.8,1.0,7.3
0,202704.0,00,0.0,415.0,217.0,24.7,4.6,10.8,0.431,0.9,2.9,0.323,2.1,2.4,0.862,0.5,2.5,3.1,4.4,0.7,0.1,1.9,1.8,12.3
0,2544.0,00,0.0,1074.0,1073.0,38.9,9.8,19.6,0.502,1.4,4.0,0.342,6.1,8.2,0.74,1.2,6.1,7.3,7.1,1.6,0.8,3.4,1.9,27.1
0,1628455.0,00,0.0,14.0,10.0,24.3,4.3,10.4,0.414,1.2,3.4,0.362,2.6,3.4,0.787,0.4,2.7,3.1,3.9,0.9,0.3,1.5,2.1,12.4
0,2744.0,00,0.0,889.0,650.0,29.2,6.8,13.7,0.499,0.0,0.1,0.125,2.2,3.2,0.71,2.3,6.3,8.5,1.5,0.7,1.2,1.3,2.6,15.9
0,2210.0,00,0.0,1164.0,809.0,29.3,4.4,9.5,0.464,0.9,2.4,0.377,3.1,4.0,0.768,0.8,3.3,4.0,2.1,0.7,0.3,1.5,2.3,12.8
0,201973.0,00,0.0,496.0,94.0,18.2,2.3,5.1,0.456,0.5,1.5,0.353,1.0,1.3,0.762,1.3,2.8,4.0,0.8,0.5,0.2,0.7,2.0,6.2
0,101161.0,00,0.0,756.0,462.0,22.2,3.1,5.5,0.573,0.1,0.3,0.333,1.1,1.6,0.672,2.1,3.6,5.7,1.2,0.6,1.0,1.1,3.1,7.4
0,1627744.0,00,0.0,8.0,0.0,3.6,0.9,1.8,0.5,0.0,0.0,0.0,0.3,0.3,1.0,0.3,1.1,1.4,0.3,0.4,0.1,0.4,0.9,2.0
0,1626177.0,00,0.0,4.0,1.0,7.9,1.5,2.3,0.667,0.0,0.0,0.0,0.8,1.5,0.5,1.0,0.5,1.5,1.3,0.5,0.8,0.3,1.3,3.8
0,201949.0,00,0.0,485.0,150.0,19.9,3.0,6.3,0.479,0.4,1.4,0.298,1.2,1.7,0.696,0.9,2.6,3.5,1.9,0.8,1.0,1.4,2.2,7.6
0,2207.0,00,0.0,1228.0,1087.0,35.1,6.3,14.2,0.442,1.6,4.2,0.373,2.2,2.8,0.801,0.9,3.1,4.0,4.0,0.9,0.2,2.0,1.8,16.3
0,1626169.0,00,0.0,160.0,17.0,21.0,2.4,6.5,0.369,0.8,2.5,0.304,0.8,1.1,0.746,0.6,2.7,3.3,1.5,0.8,0.2,1.2,2.0,6.4
0,204020.0,00,0.0,152.0,7.0,26.0,3.8,8.8,0.435,1.0,2.7,0.366,2.0,2.6,0.772,0.6,2.7,3.4,2.5,1.0,0.5,1.2,2.0,10.7
0,202325.0,00,0.0,509.0,284.0,23.0,2.9,7.1,0.406,1.1,3.1,0.335,0.6,0.8,0.744,0.6,2.7,3.3,1.1,0.8,0.7,0.9,1.9,7.4
0,203999.0,00,0.0,166.0,127.0,25.2,5.3,9.8,0.548,0.6,1.6,0.344,2.3,2.7,0.824,2.6,6.1,8.6,3.7,1.0,0.7,1.8,2.8,13.5
0,1627745.0,00,0.0,10.0,0.0,8.5,0.8,1.6,0.5,0.0,0.0,0.0,0.3,1.0,0.3,0.9,1.4,2.3,0.0,0.1,0.4,0.6,1.5,1.9
0,1627883.0,00,0.0,1.0,0.0,2.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1626145.0,00,0.0,109.0,0.0,14.0,1.3,3.4,0.387,0.4,1.3,0.336,0.6,0.8,0.761,0.2,1.0,1.2,2.7,0.8,0.1,0.7,0.8,3.7
0,1627884.0,00,0.0,37.0,8.0,15.5,1.9,3.4,0.56,0.1,0.4,0.231,0.9,1.2,0.711,1.1,1.1,2.2,0.4,0.4,0.5,0.4,1.8,4.7
0,201599.0,00,0.0,685.0,573.0,27.7,3.7,5.5,0.675,0.0,0.0,0.091,1.7,4.0,0.432,3.2,7.0,10.2,0.7,0.6,1.8,1.3,2.7,9.2
0,202709.0,00,0.0,377.0,69.0,19.6,2.7,5.8,0.456,0.4,1.1,0.333,1.2,1.6,0.77,0.5,1.8,2.3,2.5,0.7,0.2,1.0,1.4,6.9
0,1626163.0,00,0.0,167.0,19.0,23.7,3.5,8.6,0.404,1.2,3.6,0.331,1.4,2.0,0.742,0.8,3.5,4.3,1.7,0.5,0.5,0.9,1.7,9.6
0,202683.0,00,0.0,457.0,126.0,21.4,4.6,8.7,0.533,0.1,0.2,0.296,2.0,2.7,0.77,2.7,4.1,6.8,0.6,0.4,0.4,1.5,2.1,11.4
0,1628379.0,00,0.0,7.0,0.0,13.3,1.6,4.1,0.379,0.1,1.4,0.1,0.3,0.6,0.5,0.1,1.1,1.3,1.1,0.4,0.0,0.9,0.7,3.6
0,203077.0,00,0.0,289.0,285.0,26.9,3.5,7.5,0.472,0.0,0.1,0.2,2.0,2.8,0.711,1.8,4.5,6.3,1.3,0.7,0.8,1.0,2.2,9.1
0,203930.0,00,0.0,112.0,24.0,22.3,4.0,9.4,0.419,1.3,4.0,0.334,2.5,2.9,0.858,0.3,2.9,3.2,1.8,0.6,0.1,1.6,1.4,11.7
0,1628467.0,00,0.0,7.0,0.0,11.0,1.6,2.9,0.55,0.3,1.3,0.222,0.7,1.1,0.625,0.6,1.3,1.9,0.6,0.6,0.1,0.1,0.7,4.1
0,202688.0,00,0.0,382.0,320.0,31.3,5.5,13.2,0.415,1.6,4.6,0.357,2.6,3.3,0.812,0.6,2.8,3.3,4.3,0.9,0.2,2.7,2.0,15.2
0,1627788.0,00,0.0,1.0,0.0,3.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
0,2594.0,00,0.0,1044.0,418.0,26.4,3.4,7.8,0.444,2.0,4.6,0.431,1.1,1.3,0.879,0.3,2.8,3.1,1.8,0.7,0.3,1.1,2.1,10.0
0,201585.0,00,0.0,585.0,215.0,16.4,2.5,4.8,0.532,0.0,0.0,0.0,0.6,1.1,0.603,1.7,3.2,4.9,0.4,0.4,0.8,0.7,2.1,5.7
0,1628398.0,00,0.0,13.0,5.0,30.9,6.1,11.8,0.516,1.1,3.6,0.298,2.0,2.5,0.813,1.5,5.3,6.8,1.3,0.5,0.2,1.8,2.0,15.2
0,1627851.0,00,0.0,69.0,5.0,14.8,2.3,5.4,0.426,0.8,2.4,0.321,0.8,1.0,0.809,0.7,1.1,1.8,1.0,0.4,0.2,0.7,1.1,6.2
0,203897.0,00,0.0,206.0,120.0,28.9,5.1,11.4,0.445,1.5,3.8,0.378,2.1,2.5,0.821,0.4,2.6,2.9,3.2,0.8,0.2,2.1,2.2,13.7
0,1627746.0,00,0.0,45.0,14.0,18.7,3.6,6.8,0.519,0.1,0.3,0.333,1.6,2.2,0.74,1.4,3.4,4.8,0.8,0.5,0.4,1.2,2.0,8.9
0,203087.0,00,0.0,288.0,25.0,17.5,3.2,7.2,0.441,0.9,2.6,0.332,1.1,1.4,0.818,0.4,2.7,3.1,1.2,0.5,0.3,0.7,1.5,8.4
0,203499.0,00,0.0,213.0,39.0,19.8,2.2,5.2,0.427,0.4,1.3,0.327,0.8,1.0,0.768,0.3,1.6,1.9,3.1,1.0,0.1,1.3,1.5,5.7
0,203530.0,00,0.0,156.0,17.0,15.0,2.5,5.3,0.469,0.3,1.1,0.292,0.8,1.1,0.74,1.2,2.9,4.1,0.9,0.3,0.2,0.9,1.6,6.1
0,1627774.0,00,0.0,37.0,1.0,7.1,0.7,2.5,0.29,0.4,1.4,0.264,0.4,0.5,0.765,0.2,0.5,0.6,0.4,0.3,0.1,0.3,0.7,2.2
0,1627747.0,00,0.0,70.0,33.0,22.5,3.1,7.2,0.429,1.0,3.3,0.299,1.3,1.8,0.698,0.4,3.0,3.4,2.1,0.9,0.2,1.3,1.7,8.5
0,1628388.0,00,0.0,12.0,0.0,13.2,1.9,4.2,0.46,0.5,1.3,0.4,0.2,0.4,0.4,0.6,1.6,2.2,0.4,0.3,0.1,0.4,1.7,4.5
0,201584.0,00,0.0,689.0,446.0,27.9,3.7,8.3,0.451,1.1,2.8,0.388,1.2,1.4,0.85,0.5,2.2,2.7,1.7,1.0,0.3,1.0,1.7,9.8
0,203458.0,00,0.0,279.0,129.0,19.9,2.7,5.7,0.467,0.0,0.1,0.227,1.7,2.3,0.723,2.0,4.3,6.3,0.7,0.4,1.1,1.3,2.8,7.0
0,202695.0,00,0.0,398.0,371.0,30.6,6.0,12.1,0.495,1.3,3.4,0.388,3.1,3.7,0.847,1.3,4.9,6.2,2.3,1.8,0.7,1.4,1.8,16.4
0,203086.0,00,0.0,301.0,38.0,16.5,2.2,4.8,0.462,0.7,1.9,0.371,0.6,0.8,0.819,0.8,3.1,3.9,0.8,0.2,0.3,0.7,2.4,5.7
0,202720.0,00,0.0,336.0,79.0,16.6,2.7,5.7,0.478,0.4,1.1,0.335,0.9,1.1,0.769,1.0,3.0,4.0,0.9,0.4,0.3,0.7,1.6,6.7
0,202732.0,00,0.0,128.0,20.0,10.0,0.8,1.8,0.415,0.2,0.6,0.367,0.3,0.6,0.55,0.3,1.1,1.5,0.6,0.6,0.2,0.6,1.0,2.1
0,203081.0,00,0.0,408.0,408.0,36.4,7.5,17.5,0.43,2.6,7.1,0.368,4.8,5.5,0.879,0.6,3.5,4.1,6.2,0.9,0.3,2.8,2.1,22.5
0,202391.0,00,0.0,406.0,217.0,26.6,4.1,9.4,0.433,1.0,2.8,0.35,2.9,3.6,0.805,0.4,2.4,2.9,4.5,1.2,0.4,2.4,2.3,12.0
0,2733.0,00,0.0,709.0,184.0,21.5,2.7,5.5,0.483,0.0,0.1,0.194,1.2,1.5,0.792,0.6,1.9,2.5,3.2,0.7,0.4,1.3,1.9,6.5
0,1626172.0,00,0.0,64.0,4.0,8.5,1.1,2.0,0.544,0.0,0.2,0.273,0.4,0.7,0.605,0.8,1.5,2.3,0.5,0.3,0.4,0.4,1.3,2.6
0,201572.0,00,0.0,575.0,540.0,32.1,7.2,14.2,0.504,0.3,0.8,0.331,3.9,4.9,0.794,2.6,4.4,7.1,1.5,0.6,1.7,2.1,2.8,18.5
0,201577.0,00,0.0,639.0,491.0,23.0,3.6,6.9,0.526,0.0,0.0,0.167,1.5,2.0,0.761,2.5,3.0,5.5,0.7,0.3,1.3,1.1,2.1,8.8
0,201567.0,00,0.0,589.0,507.0,32.5,6.1,13.7,0.442,1.5,4.2,0.365,4.7,5.7,0.822,3.1,8.4,11.5,2.4,0.7,0.5,2.0,2.1,18.4
0,200768.0,00,0.0,724.0,488.0,30.9,4.6,10.8,0.424,1.6,4.4,0.364,3.4,4.3,0.799,0.8,3.3,4.1,5.8,1.4,0.3,2.2,2.7,14.2
0,1627789.0,00,0.0,80.0,19.0,16.9,2.1,5.2,0.402,0.8,2.5,0.332,1.5,1.8,0.832,0.4,1.6,2.0,1.1,0.5,0.1,1.1,2.2,6.5
0,1626168.0,00,0.0,159.0,37.0,16.2,2.3,5.6,0.403,0.7,2.1,0.345,0.7,1.0,0.713,0.7,2.7,3.4,0.8,0.3,0.3,0.8,1.4,6.0
0,1627815.0,00,0.0,30.0,3.0,9.6,1.0,2.5,0.4,0.2,1.0,0.233,0.8,0.9,0.852,0.1,1.0,1.1,0.5,0.3,0.1,0.2,0.6,3.0
0,202714.0,00,0.0,342.0,52.0,17.6,2.5,5.8,0.424,0.6,2.0,0.321,0.7,1.0,0.752,0.2,1.7,1.9,3.0,0.6,0.0,1.2,1.2,6.3
0,203705.0,00,0.0,5.0,0.0,3.8,0.2,0.4,0.5,0.2,0.2,1.0,0.4,0.4,1.0,0.0,0.2,0.2,0.6,0.0,0.0,0.0,0.6,1.0
0,101133.0,00,0.0,481.0,92.0,16.7,1.9,3.6,0.538,0.0,0.0,0.0,1.3,2.1,0.597,1.5,2.9,4.3,0.5,0.6,0.7,0.9,2.6,5.1
